"","ID","HornLen","CapAgeYears","Sex","Twin","jdateMC","PopDensMC","CapYear","BirthYear","animal"
"4006",4469,461,3,2,0,-5.69742063492063,-61.3640873015873,2000,1997,4469
"4011",97,512,5,2,0,-5.69742063492063,-61.3640873015873,2000,1995,97
"4016",954,444,5,2,1,-5.69742063492063,-61.3640873015873,2000,1995,954
"4056",2508,298,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,2508
"4057",11665,237,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,11665
"4058",2027,324,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,2027
"4059",8425,218,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,8425
"4060",10767,291,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,10767
"4061",6381,272,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,6381
"4063",8882,232,1,2,0,-3.69742063492063,-61.3640873015873,2000,1999,8882
"4093",12752,542,4,2,0,-1.69742063492063,-61.3640873015873,2000,1996,12752
"4094",6518,533,5,2,0,-1.69742063492063,-61.3640873015873,2000,1995,6518
"4095",12841,428,5,2,0,-1.69742063492063,-61.3640873015873,2000,1995,12841
"4096",1245,474,5,2,0,-1.69742063492063,-61.3640873015873,2000,1995,1245
"4114",9348,268,1,2,0,-0.697420634920633,-61.3640873015873,2000,1999,9348
"4116",2265,214,1,2,0,-0.697420634920633,-61.3640873015873,2000,1999,2265
"4120",2825,192,1,2,0,-0.697420634920633,-61.3640873015873,2000,1999,2825
"4125",1107,323,4,2,1,-0.697420634920633,-61.3640873015873,2000,1996,1107
"4138",11193,236,1,2,1,0.302579365079367,-61.3640873015873,2000,1999,11193
"4139",7258,160,1,2,0,0.302579365079367,-61.3640873015873,2000,1999,7258
"4356",6594,245,1,2,0,-6.69742063492063,128.635912698413,2001,2000,6594
"4358",6306,277,1,2,0,-6.69742063492063,128.635912698413,2001,2000,6306
"4363",3070,181,1,2,1,-6.69742063492063,128.635912698413,2001,2000,3070
"4364",8593,288,1,2,1,-6.69742063492063,128.635912698413,2001,2000,8593
"4365",2457,258,1,2,0,-6.69742063492063,128.635912698413,2001,2000,2457
"4367",12363,214,1,2,1,-6.69742063492063,128.635912698413,2001,2000,12363
"4369",977,272,1,2,0,-6.69742063492063,128.635912698413,2001,2000,977
"4371",8765,220,1,2,1,-6.69742063492063,128.635912698413,2001,2000,8765
"4372",13543,177,1,2,0,-6.69742063492063,128.635912698413,2001,2000,13543
"4374",11832,190,1,2,0,-6.69742063492063,128.635912698413,2001,2000,11832
"4376",4597,451,2,2,0,-6.69742063492063,128.635912698413,2001,1999,4597
"4377",2089,402,2,2,0,-6.69742063492063,128.635912698413,2001,1999,2089
"4378",11193,352,2,2,1,-6.69742063492063,128.635912698413,2001,1999,11193
"4379",355,373,2,2,0,-6.69742063492063,128.635912698413,2001,1999,355
"4380",7793,379,2,2,0,-6.69742063492063,128.635912698413,2001,1999,7793
"4381",1858,385,2,2,0,-6.69742063492063,128.635912698413,2001,1999,1858
"4382",7408,344,2,2,1,-6.69742063492063,128.635912698413,2001,1999,7408
"4384",554,210,2,2,0,-6.69742063492063,128.635912698413,2001,1999,554
"4385",1260,381,2,2,1,-6.69742063492063,128.635912698413,2001,1999,1260
"4386",5893,427,2,2,0,-6.69742063492063,128.635912698413,2001,1999,5893
"4387",6898,349,2,2,0,-6.69742063492063,128.635912698413,2001,1999,6898
"4389",2027,415,2,2,0,-6.69742063492063,128.635912698413,2001,1999,2027
"4392",6381,374,2,2,0,-6.69742063492063,128.635912698413,2001,1999,6381
"4396",10634,290,2,2,1,-6.69742063492063,128.635912698413,2001,1999,10634
"4399",4469,505,4,2,0,-6.69742063492063,128.635912698413,2001,1997,4469
"4406",97,535,6,2,0,-6.69742063492063,128.635912698413,2001,1995,97
"4444",5848,298,1,2,0,-4.69742063492063,128.635912698413,2001,2000,5848
"4445",1846,171,1,2,0,-4.69742063492063,128.635912698413,2001,2000,1846
"4446",11646,234,1,2,1,-4.69742063492063,128.635912698413,2001,2000,11646
"4449",4968,304,1,2,0,-4.69742063492063,128.635912698413,2001,2000,4968
"4452",425,230,1,2,0,-4.69742063492063,128.635912698413,2001,2000,425
"4453",649,263,1,2,0,-4.69742063492063,128.635912698413,2001,2000,649
"4460",2265,301,2,2,0,-4.69742063492063,128.635912698413,2001,1999,2265
"4464",2825,314,2,2,0,-4.69742063492063,128.635912698413,2001,1999,2825
"4503",10186,278,1,2,1,-3.69742063492063,128.635912698413,2001,2000,10186
"4504",8939,221,1,2,1,-3.69742063492063,128.635912698413,2001,2000,8939
"4506",4083,273,1,2,0,-3.69742063492063,128.635912698413,2001,2000,4083
"4507",10722,311,1,2,0,-3.69742063492063,128.635912698413,2001,2000,10722
"4509",8456,256,1,2,0,-3.69742063492063,128.635912698413,2001,2000,8456
"4512",14275,279,1,2,1,-3.69742063492063,128.635912698413,2001,2000,14275
"4513",1719,315,1,2,0,-3.69742063492063,128.635912698413,2001,2000,1719
"4518",7121,273,1,2,0,-3.69742063492063,128.635912698413,2001,2000,7121
"4520",12724,200,1,2,0,-3.69742063492063,128.635912698413,2001,2000,12724
"4525",7258,226,2,2,0,-3.69742063492063,128.635912698413,2001,1999,7258
"4527",5865,363,2,2,1,-3.69742063492063,128.635912698413,2001,1999,5865
"4529",11665,341,2,2,0,-3.69742063492063,128.635912698413,2001,1999,11665
"4536",8882,335,2,2,0,-3.69742063492063,128.635912698413,2001,1999,8882
"4590",697,285,1,2,0,-0.697420634920633,128.635912698413,2001,2000,697
"4591",4982,209,1,2,1,-0.697420634920633,128.635912698413,2001,2000,4982
"4595",7737,410,2,2,0,-0.697420634920633,128.635912698413,2001,1999,7737
"4596",1834,351,2,2,0,-0.697420634920633,128.635912698413,2001,1999,1834
"4597",1297,362,2,2,0,-0.697420634920633,128.635912698413,2001,1999,1297
"4600",1085,423,2,2,0,-0.697420634920633,128.635912698413,2001,1999,1085
"4602",10457,405,4,2,0,-0.697420634920633,128.635912698413,2001,1997,10457
"4605",6694,592,5,2,0,-0.697420634920633,128.635912698413,2001,1996,6694
"4621",3559,465,4,2,0,3.30257936507937,128.635912698413,2001,1997,3559
"4622",954,451,6,2,1,3.30257936507937,128.635912698413,2001,1995,954
"4623",8051,434,6,2,0,3.30257936507937,128.635912698413,2001,1995,8051
"6369",10867,363,2,2,0,-1.69742063492063,-187.364087301587,2002,2000,10867
"6370",9825,315,2,2,0,-1.69742063492063,-187.364087301587,2002,2000,9825
"6374",8593,397,2,2,1,-1.69742063492063,-187.364087301587,2002,2000,8593
"6377",12668,239,2,2,0,-1.69742063492063,-187.364087301587,2002,2000,12668
"6405",12724,282,2,2,0,-1.69742063492063,-187.364087301587,2002,2000,12724
"6407",8537,391,3,2,0,-1.69742063492063,-187.364087301587,2002,1999,8537
"6419",1107,373,6,2,1,-1.69742063492063,-187.364087301587,2002,1996,1107
"6536",12802,167,1,2,0,3.30257936507937,-187.364087301587,2002,2001,12802
"6537",5580,364,2,2,0,3.30257936507937,-187.364087301587,2002,2000,5580
"6551",1788,454,3,2,0,3.30257936507937,-187.364087301587,2002,1999,1788
"6794",8873,184,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,8873
"6795",10827,268,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,10827
"6797",11837,292,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,11837
"6799",9620,330,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,9620
"6800",9229,229,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,9229
"6801",5949,185,1,2,1,-1.69742063492063,-28.3640873015873,2003,2002,5949
"6802",9757,268,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,9757
"6803",11005,167,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,11005
"6805",3376,310,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,3376
"6806",8210,300,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,8210
"6809",12138,315,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,12138
"6811",4117,344,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,4117
"6813",13253,290,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,13253
"6814",5426,309,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,5426
"6818",12076,289,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,12076
"6820",3333,253,1,2,1,-1.69742063492063,-28.3640873015873,2003,2002,3333
"6821",11300,265,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,11300
"6822",9598,295,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,9598
"6824",13829,243,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,13829
"6826",4973,220,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,4973
"6827",3761,297,1,2,0,-1.69742063492063,-28.3640873015873,2003,2002,3761
"6835",8593,456,3,2,1,-1.69742063492063,-28.3640873015873,2003,2000,8593
"6837",8765,438,3,2,1,-1.69742063492063,-28.3640873015873,2003,2000,8765
"6845",1858,453,4,2,0,-1.69742063492063,-28.3640873015873,2003,1999,1858
"6858",97,550,8,2,0,-1.69742063492063,-28.3640873015873,2003,1995,97
"6881",8818,367,1,2,0,0.302579365079367,-28.3640873015873,2003,2002,8818
"6883",5113,291,1,2,0,0.302579365079367,-28.3640873015873,2003,2002,5113
"6884",13981,343,1,2,0,0.302579365079367,-28.3640873015873,2003,2002,13981
"6885",12177,280,1,2,0,0.302579365079367,-28.3640873015873,2003,2002,12177
"6886",10867,447,3,2,0,0.302579365079367,-28.3640873015873,2003,2000,10867
"6889",12724,348,3,2,0,0.302579365079367,-28.3640873015873,2003,2000,12724
"6890",5865,457,4,2,1,0.302579365079367,-28.3640873015873,2003,1999,5865
"6893",954,351,8,2,1,0.302579365079367,-28.3640873015873,2003,1995,954
"6938",1311,263,1,2,0,1.30257936507937,-28.3640873015873,2003,2002,1311
"6940",9018,340,1,2,0,1.30257936507937,-28.3640873015873,2003,2002,9018
"6943",10576,227,1,2,0,1.30257936507937,-28.3640873015873,2003,2002,10576
"6946",6575,311,1,2,0,1.30257936507937,-28.3640873015873,2003,2002,6575
"6947",13801,354,1,2,0,1.30257936507937,-28.3640873015873,2003,2002,13801
"6951",5580,448,3,2,0,1.30257936507937,-28.3640873015873,2003,2000,5580
"6958",12668,317,3,2,0,1.30257936507937,-28.3640873015873,2003,2000,12668
"6961",1788,493,4,2,0,1.30257936507937,-28.3640873015873,2003,1999,1788
"6999",8232,344,1,2,0,4.30257936507937,-28.3640873015873,2003,2002,8232
"7002",1733,265,1,2,1,4.30257936507937,-28.3640873015873,2003,2002,1733
"7005",8035,298,1,2,0,4.30257936507937,-28.3640873015873,2003,2002,8035
"7259",10880,372,1,2,0,-1.69742063492063,148.635912698413,2004,2003,10880
"7265",8774,187,1,2,0,-1.69742063492063,148.635912698413,2004,2003,8774
"7266",710,229,1,2,1,-1.69742063492063,148.635912698413,2004,2003,710
"7270",12687,199,1,2,1,-1.69742063492063,148.635912698413,2004,2003,12687
"7274",12970,212,1,2,0,-1.69742063492063,148.635912698413,2004,2003,12970
"7276",9283,274,1,2,0,-1.69742063492063,148.635912698413,2004,2003,9283
"7278",3858,198,1,2,1,-1.69742063492063,148.635912698413,2004,2003,3858
"7279",9181,189,1,2,1,-1.69742063492063,148.635912698413,2004,2003,9181
"7283",13085,152,1,2,1,-1.69742063492063,148.635912698413,2004,2003,13085
"7288",10386,167,1,2,1,-1.69742063492063,148.635912698413,2004,2003,10386
"7290",1699,210,1,2,0,-1.69742063492063,148.635912698413,2004,2003,1699
"7296",3959,250,1,2,0,-1.69742063492063,148.635912698413,2004,2003,3959
"7299",11904,293,1,2,0,-1.69742063492063,148.635912698413,2004,2003,11904
"7306",3458,360,2,2,0,-1.69742063492063,148.635912698413,2004,2002,3458
"7309",9620,412,2,2,0,-1.69742063492063,148.635912698413,2004,2002,9620
"7310",9229,326,2,2,0,-1.69742063492063,148.635912698413,2004,2002,9229
"7311",5949,262,2,2,1,-1.69742063492063,148.635912698413,2004,2002,5949
"7313",9757,335,2,2,0,-1.69742063492063,148.635912698413,2004,2002,9757
"7317",4117,435,2,2,0,-1.69742063492063,148.635912698413,2004,2002,4117
"7318",13253,390,2,2,0,-1.69742063492063,148.635912698413,2004,2002,13253
"7320",5426,389,2,2,0,-1.69742063492063,148.635912698413,2004,2002,5426
"7323",1882,342,2,2,0,-1.69742063492063,148.635912698413,2004,2002,1882
"7325",9598,353,2,2,0,-1.69742063492063,148.635912698413,2004,2002,9598
"7328",13829,313,2,2,0,-1.69742063492063,148.635912698413,2004,2002,13829
"7335",10867,482,4,2,0,-1.69742063492063,148.635912698413,2004,2000,10867
"7339",8593,463,4,2,1,-1.69742063492063,148.635912698413,2004,2000,8593
"7342",12724,378,4,2,0,-1.69742063492063,148.635912698413,2004,2000,12724
"7352",1858,445,5,2,0,-1.69742063492063,148.635912698413,2004,1999,1858
"7357",5865,465,5,2,1,-1.69742063492063,148.635912698413,2004,1999,5865
"7374",954,463,9,2,1,-1.69742063492063,148.635912698413,2004,1995,954
"7407",1538,189,1,2,1,1.30257936507937,148.635912698413,2004,2003,1538
"7409",3986,117,1,2,0,1.30257936507937,148.635912698413,2004,2003,3986
"7410",10827,330,2,2,0,1.30257936507937,148.635912698413,2004,2002,10827
"7411",8232,435,2,2,0,1.30257936507937,148.635912698413,2004,2002,8232
"7412",11837,342,2,2,0,1.30257936507937,148.635912698413,2004,2002,11837
"7413",5113,375,2,2,0,1.30257936507937,148.635912698413,2004,2002,5113
"7414",9107,369,2,2,0,1.30257936507937,148.635912698413,2004,2002,9107
"7415",3376,384,2,2,0,1.30257936507937,148.635912698413,2004,2002,3376
"7416",12138,402,2,2,0,1.30257936507937,148.635912698413,2004,2002,12138
"7418",10576,290,2,2,0,1.30257936507937,148.635912698413,2004,2002,10576
"7420",116,368,2,2,0,1.30257936507937,148.635912698413,2004,2002,116
"7421",4970,330,2,2,0,1.30257936507937,148.635912698413,2004,2002,4970
"7422",2526,295,2,2,0,1.30257936507937,148.635912698413,2004,2002,2526
"7423",11300,371,2,2,0,1.30257936507937,148.635912698413,2004,2002,11300
"7424",3761,368,2,2,0,1.30257936507937,148.635912698413,2004,2002,3761
"7425",8216,343,2,2,0,1.30257936507937,148.635912698413,2004,2002,8216
"7426",2180,337,2,2,0,1.30257936507937,148.635912698413,2004,2002,2180
"7433",2825,440,5,2,0,1.30257936507937,148.635912698413,2004,1999,2825
"7437",3559,503,7,2,0,1.30257936507937,148.635912698413,2004,1997,3559
"7439",97,548,9,2,0,1.30257936507937,148.635912698413,2004,1995,97
"7474",14309,255,1,2,0,4.30257936507937,148.635912698413,2004,2003,14309
"7477",3,223,1,2,0,4.30257936507937,148.635912698413,2004,2003,3
"7482",1112,275,1,2,0,4.30257936507937,148.635912698413,2004,2003,1112
"7483",10745,318,1,2,0,4.30257936507937,148.635912698413,2004,2003,10745
"7485",1326,194,1,2,0,4.30257936507937,148.635912698413,2004,2003,1326
"7486",3299,209,2,2,0,4.30257936507937,148.635912698413,2004,2002,3299
"7487",9018,420,2,2,0,4.30257936507937,148.635912698413,2004,2002,9018
"7489",2402,405,2,2,1,4.30257936507937,148.635912698413,2004,2002,2402
"7490",8035,372,2,2,0,4.30257936507937,148.635912698413,2004,2002,8035
"7492",6575,410,2,2,0,4.30257936507937,148.635912698413,2004,2002,6575
"7493",8981,375,3,2,0,4.30257936507937,148.635912698413,2004,2001,8981
"7505",8765,462,4,2,1,-1.69742063492063,148.635912698413,2004,2000,8765
"8008",7264,241,1,2,0,-2.69742063492063,-117.364087301587,2005,2004,7264
"8009",4405,230,1,2,0,-2.69742063492063,-117.364087301587,2005,2004,4405
"8013",10880,490,2,2,0,-2.69742063492063,-117.364087301587,2005,2003,10880
"8032",3959,370,2,2,0,-2.69742063492063,-117.364087301587,2005,2003,3959
"8033",11904,399,2,2,0,-2.69742063492063,-117.364087301587,2005,2003,11904
"8038",9620,464,3,2,0,-2.69742063492063,-117.364087301587,2005,2002,9620
"8040",5949,335,3,2,1,-2.69742063492063,-117.364087301587,2005,2002,5949
"8054",8593,480,5,2,1,-2.69742063492063,-117.364087301587,2005,2000,8593
"8188",8736,258,1,2,0,-5.69742063492063,-55.3640873015873,2006,2005,8736
"8198",1299,156,1,2,0,-5.69742063492063,-55.3640873015873,2006,2005,1299
"8201",4405,307,2,2,0,-5.69742063492063,-55.3640873015873,2006,2004,4405
"8202",10880,564,3,2,0,-5.69742063492063,-55.3640873015873,2006,2003,10880
"8205",8460,428,3,2,0,-5.69742063492063,-55.3640873015873,2006,2003,8460
"8215",9620,476,4,2,0,-5.69742063492063,-55.3640873015873,2006,2002,9620
"8216",5949,369,4,2,1,-5.69742063492063,-55.3640873015873,2006,2002,5949
"8225",8593,470,6,2,1,-5.69742063492063,-55.3640873015873,2006,2000,8593
"8254",9062,257,1,2,0,-2.69742063492063,-55.3640873015873,2006,2005,9062
"8255",4062,254,1,2,0,-2.69742063492063,-55.3640873015873,2006,2005,4062
"8258",8453,220,1,2,0,-2.69742063492063,-55.3640873015873,2006,2005,8453
"8270",12668,377,6,2,0,-2.69742063492063,-55.3640873015873,2006,2000,12668
"8279",4671,380,3,2,1,-1.69742063492063,-55.3640873015873,2006,2003,4671
"8280",3689,413,3,2,1,-1.69742063492063,-55.3640873015873,2006,2003,3689
"8283",451,425,3,2,0,-1.69742063492063,-55.3640873015873,2006,2003,451
"8305",1148,239,1,2,0,2.30257936507937,-55.3640873015873,2006,2005,1148
"8308",8887,349,3,2,0,2.30257936507937,-55.3640873015873,2006,2003,8887
"8310",14007,375,3,2,0,2.30257936507937,-55.3640873015873,2006,2003,14007
"8311",3,359,3,2,0,2.30257936507937,-55.3640873015873,2006,2003,3
"8312",710,382,3,2,1,2.30257936507937,-55.3640873015873,2006,2003,710
"8314",10973,450,3,2,1,2.30257936507937,-55.3640873015873,2006,2003,10973
"8315",2035,458,3,2,0,2.30257936507937,-55.3640873015873,2006,2003,2035
"8317",9263,335,4,2,0,2.30257936507937,-55.3640873015873,2006,2002,9263
"8617",9558,277,1,2,0,-4.69742063492063,-75.3640873015873,2007,2006,9558
"8630",3643,282,1,2,0,-4.69742063492063,-75.3640873015873,2007,2006,3643
"8631",9795,222,1,2,0,-4.69742063492063,-75.3640873015873,2007,2006,9795
"8633",13519,421,2,2,0,-4.69742063492063,-75.3640873015873,2007,2005,13519
"8649",4405,388,3,2,0,-4.69742063492063,-75.3640873015873,2007,2004,4405
"8653",10880,611,4,2,0,-4.69742063492063,-75.3640873015873,2007,2003,10880
"8666",3959,525,4,2,0,-4.69742063492063,-75.3640873015873,2007,2003,3959
"8681",8232,558,5,2,0,-4.69742063492063,-75.3640873015873,2007,2002,8232
"8683",9620,500,5,2,0,-4.69742063492063,-75.3640873015873,2007,2002,9620
"8710",8593,491,7,2,1,-4.69742063492063,-75.3640873015873,2007,2000,8593
"8762",5779,239,1,2,0,-0.697420634920633,-75.3640873015873,2007,2006,5779
"8765",13855,271,1,2,0,-0.697420634920633,-75.3640873015873,2007,2006,13855
"8770",2645,210,1,2,0,-0.697420634920633,-75.3640873015873,2007,2006,2645
"8783",11947,269,2,2,0,-0.697420634920633,-75.3640873015873,2007,2005,11947
"8831",1643,512,4,2,0,1.30257936507937,-75.3640873015873,2007,2003,1643
"8835",9547,506,4,2,0,1.30257936507937,-75.3640873015873,2007,2003,9547
"8845",12668,400,7,2,0,-4.69742063492063,-75.3640873015873,2007,2000,12668
"9011",1414,279,1,2,0,-7.69742063492063,44.6359126984127,2008,2007,1414
"9012",11983,263,1,2,0,-7.69742063492063,44.6359126984127,2008,2007,11983
"9013",4358,326,1,2,0,-7.69742063492063,44.6359126984127,2008,2007,4358
"9019",13484,228,1,2,1,-7.69742063492063,44.6359126984127,2008,2007,13484
"9024",145,255,1,2,1,-7.69742063492063,44.6359126984127,2008,2007,145
"9027",4166,289,1,2,0,-7.69742063492063,44.6359126984127,2008,2007,4166
"9029",686,237,1,2,0,-7.69742063492063,44.6359126984127,2008,2007,686
"9036",8349,395,2,2,0,-7.69742063492063,44.6359126984127,2008,2006,8349
"9039",13855,366,2,2,0,-7.69742063492063,44.6359126984127,2008,2006,13855
"9043",2645,298,2,2,0,-7.69742063492063,44.6359126984127,2008,2006,2645
"9044",3643,370,2,2,0,-7.69742063492063,44.6359126984127,2008,2006,3643
"9052",10880,641,5,2,0,-7.69742063492063,44.6359126984127,2008,2003,10880
"9059",451,470,5,2,0,-7.69742063492063,44.6359126984127,2008,2003,451
"9060",4671,437,5,2,1,-7.69742063492063,44.6359126984127,2008,2003,4671
"9065",6222,476,5,2,0,-7.69742063492063,44.6359126984127,2008,2003,6222
"9070",8232,573,6,2,0,-7.69742063492063,44.6359126984127,2008,2002,8232
"9117",11340,187,1,2,0,-6.69742063492063,44.6359126984127,2008,2007,11340
"9121",10660,282,1,2,0,-6.69742063492063,44.6359126984127,2008,2007,10660
"9125",13299,300,1,2,0,-6.69742063492063,44.6359126984127,2008,2007,13299
"9126",5691,270,1,2,0,-6.69742063492063,44.6359126984127,2008,2007,5691
"9127",2909,225,1,2,0,-6.69742063492063,44.6359126984127,2008,2007,2909
"9128",9558,351,2,2,0,-6.69742063492063,44.6359126984127,2008,2006,9558
"9131",9795,306,2,2,0,-6.69742063492063,44.6359126984127,2008,2006,9795
"9132",13519,569,3,2,0,-6.69742063492063,44.6359126984127,2008,2005,13519
"9135",4405,436,4,2,0,-6.69742063492063,44.6359126984127,2008,2004,4405
"9139",3959,552,5,2,0,-6.69742063492063,44.6359126984127,2008,2003,3959
"9147",9620,496,6,2,0,-6.69742063492063,44.6359126984127,2008,2002,9620
"9154",8593,494,8,2,1,-6.69742063492063,44.6359126984127,2008,2000,8593
"9183",10289,226,1,2,0,-3.69742063492063,44.6359126984127,2008,2007,10289
"9184",3045,246,1,2,0,-3.69742063492063,44.6359126984127,2008,2007,3045
"9186",14328,201,1,2,0,-3.69742063492063,44.6359126984127,2008,2007,14328
"9187",8540,205,1,2,0,-3.69742063492063,44.6359126984127,2008,2007,8540
"9189",5779,331,2,2,0,-3.69742063492063,44.6359126984127,2008,2006,5779
"9191",10798,385,2,2,0,-3.69742063492063,44.6359126984127,2008,2006,10798
"9246",2789,208,1,2,0,-0.697420634920633,44.6359126984127,2008,2007,2789
"9248",300,143,1,2,0,-0.697420634920633,44.6359126984127,2008,2007,300
"9250",9388,167,1,2,0,-0.697420634920633,44.6359126984127,2008,2007,9388
"9415",7792,383,2,2,0,4.30257936507937,94.6359126984127,2009,2007,7792
"9416",3596,385,2,2,1,4.30257936507937,94.6359126984127,2009,2007,3596
"9418",710,467,6,2,1,4.30257936507937,94.6359126984127,2009,2003,710
"9465",3759,222,1,2,0,-2.69742063492063,94.6359126984127,2009,2008,3759
"9471",13160,224,1,2,0,-2.69742063492063,94.6359126984127,2009,2008,13160
"9472",9526,186,1,2,1,-2.69742063492063,94.6359126984127,2009,2008,9526
"9473",6715,183,1,2,0,-2.69742063492063,94.6359126984127,2009,2008,6715
"9482",13557,183,1,2,0,-2.69742063492063,94.6359126984127,2009,2008,13557
"9484",4358,437,2,2,0,-2.69742063492063,94.6359126984127,2009,2007,4358
"9488",10660,426,2,2,0,-2.69742063492063,94.6359126984127,2009,2007,10660
"9491",145,334,2,2,1,-2.69742063492063,94.6359126984127,2009,2007,145
"9495",686,348,2,2,0,-2.69742063492063,94.6359126984127,2009,2007,686
"9499",8349,500,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,8349
"9500",9558,445,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,9558
"9501",5779,403,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,5779
"9503",13855,424,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,13855
"9505",2645,383,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,2645
"9506",9795,360,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,9795
"9507",10798,480,3,2,0,-2.69742063492063,94.6359126984127,2009,2006,10798
"9508",13519,658,4,2,0,-2.69742063492063,94.6359126984127,2009,2005,13519
"9514",4405,474,5,2,0,-2.69742063492063,94.6359126984127,2009,2004,4405
"9516",10880,660,6,2,0,-2.69742063492063,94.6359126984127,2009,2003,10880
"9518",8460,529,6,2,0,-2.69742063492063,94.6359126984127,2009,2003,8460
"9519",12687,446,6,2,1,-2.69742063492063,94.6359126984127,2009,2003,12687
"9521",3959,573,6,2,0,-2.69742063492063,94.6359126984127,2009,2003,3959
"9531",5426,528,7,2,0,-2.69742063492063,94.6359126984127,2009,2002,5426
"9544",8593,486,9,2,1,-2.69742063492063,94.6359126984127,2009,2000,8593
"9579",13251,278,1,2,0,-1.69742063492063,94.6359126984127,2009,2008,13251
"9580",12408,266,1,2,0,-1.69742063492063,94.6359126984127,2009,2008,12408
"9581",7305,174,1,2,1,-1.69742063492063,94.6359126984127,2009,2008,7305
"9585",11953,285,1,2,1,-1.69742063492063,94.6359126984127,2009,2008,11953
"9588",11892,264,1,2,0,-1.69742063492063,94.6359126984127,2009,2008,11892
"9590",6119,219,1,2,1,-1.69742063492063,94.6359126984127,2009,2008,6119
"9591",1414,410,2,2,0,-1.69742063492063,94.6359126984127,2009,2007,1414
"9592",7076,323,2,2,0,-1.69742063492063,94.6359126984127,2009,2007,7076
"9593",11340,260,2,2,0,-1.69742063492063,94.6359126984127,2009,2007,11340
"9596",1012,393,2,2,0,-1.69742063492063,94.6359126984127,2009,2007,1012
"9601",5691,379,2,2,0,-1.69742063492063,94.6359126984127,2009,2007,5691
"9609",3643,431,3,2,0,-1.69742063492063,94.6359126984127,2009,2006,3643
"9620",8232,574,7,2,0,-1.69742063492063,94.6359126984127,2009,2002,8232
"9894",4018,244,1,2,0,-2.69742063492063,149.635912698413,2010,2009,4018
"9895",9447,233,1,2,0,-2.69742063492063,149.635912698413,2010,2009,9447
"9896",11713,176,1,2,0,-2.69742063492063,149.635912698413,2010,2009,11713
"9897",12454,295,1,2,0,-2.69742063492063,149.635912698413,2010,2009,12454
"9957",3136,293,1,2,0,2.30257936507937,149.635912698413,2010,2009,3136
"9959",10855,218,1,2,0,2.30257936507937,149.635912698413,2010,2009,10855
"9961",6162,215,1,2,0,2.30257936507937,149.635912698413,2010,2009,6162
"9968",7214,311,1,2,0,2.30257936507937,149.635912698413,2010,2009,7214
"9969",8507,258,1,2,0,2.30257936507937,149.635912698413,2010,2009,8507
"9970",2426,251,1,2,0,2.30257936507937,149.635912698413,2010,2009,2426
"9971",12371,193,1,2,0,2.30257936507937,149.635912698413,2010,2009,12371
"9976",3563,354,2,2,0,2.30257936507937,149.635912698413,2010,2008,3563
"9979",9907,251,2,2,0,2.30257936507937,149.635912698413,2010,2008,9907
"9989",271,384,3,2,0,2.30257936507937,149.635912698413,2010,2007,271
"10021",2133,194,1,2,0,4.30257936507937,149.635912698413,2010,2009,2133
"10030",1061,380,2,2,0,4.30257936507937,149.635912698413,2010,2008,1061
"10104",582,258,1,2,0,-4.69742063492063,149.635912698413,2010,2009,582
"10107",13200,174,1,2,0,-4.69742063492063,149.635912698413,2010,2009,13200
"10108",8853,246,1,2,0,-4.69742063492063,149.635912698413,2010,2009,8853
"10112",10390,163,1,2,0,-4.69742063492063,149.635912698413,2010,2009,10390
"10116",3278,202,1,2,0,-4.69742063492063,149.635912698413,2010,2009,3278
"10118",12514,290,1,2,0,-4.69742063492063,149.635912698413,2010,2009,12514
"10122",10097,239,1,2,0,-4.69742063492063,149.635912698413,2010,2009,10097
"10123",11174,149,1,2,0,-4.69742063492063,149.635912698413,2010,2009,11174
"10125",9804,120,1,2,0,-4.69742063492063,149.635912698413,2010,2009,9804
